feed.url,id_str,in_reply_to_status_id,user_id_str,verified,friends_count,is_translator,statuses_count,name,favourites_count,profile_image_url,utc_offset,location,description,screen_name,lang,homepage_url,listed_count,time_zone,created_at,user_created_at,followers_count,user_id,geo_enabled,following,text,in_reply_to_user_id,retweet_count,place,favorited,in_reply_to_status_id_str,in_reply_to_screen_name,source,in_reply_to_user_id_str,retweeted,coordinates,geo,latitude,longitude,country,country_code,place_full_name
http://twitter.com/favorites/mcjohn_117.json,78498469303689216,,18653935,false,437,false,11036,AlaaIsam,0,http://a1.twimg.com/profile_images/741671460/n593402255_1494_normal.jpg,10800,Yemen - Aden Province,Political Worker & Blogger,AlaaIsam,en,http://opinions-alaaisam.blogspot.com,210,Riyadh,Wed Jun 08 16:27:48 +0000 2011,Tue Jan 06 00:41:19 +0000 2009,1730,18653935,true,,Belief among many people that Saleh had died #Yemen #yf,,2,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,78490081639415808,,178945084,false,180,false,9135,Lamya,44,http://a1.twimg.com/profile_images/1321397564/Kinda_in_Yemen_normal.jpg,-21600,United States,"PhD Engl Lit. Yemeni. Interested in representation of Mid East & Muslim women in Lit, esp early modern drama. Translator/Interpreter/Editor ",Leemtee,en,http://yemeniyascorner.wordpress.com,30,Central Time (US & Canada),Wed Jun 08 15:54:28 +0000 2011,Mon Aug 16 02:56:13 +0000 2010,457,178945084,false,,The prayers of the Yemeni people on the day that #Saleh got what he deserved http://t.co/9ZYop8f via @youtube,,0,,false,,,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,78479513109012481,,216810337,false,1415,false,2253,Yemen Updates,43,http://a2.twimg.com/profile_images/1278271109/Yemen_Flag_normal.jpg,10800,Yemen,Yemen Updates is a news resource from Yemen providing accurate updates on political situation on ground. Instant updates from Change Squares and youth sit-ins.,yemen_updates,en,,142,Riyadh,Wed Jun 08 15:12:28 +0000 2011,Wed Nov 17 19:50:07 +0000 2010,2769,216810337,true,,Thousands of youth are marching now in Sanaa demanding the formation of transition council. #yemen #sanaa #yf,,6,,false,,,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,78142037911810048,,244408167,false,603,false,12287,abdulkader alguneid,11,http://a0.twimg.com/profile_images/1261645718/DSC00120_normal.JPG,,TAIZ - YEMEN,"",alguneid,en,,113,,Tue Jun 07 16:51:28 +0000 2011,Sat Jan 29 07:04:08 +0000 2011,1230,244408167,false,,#Saleh ended career by 3 bad acts. 1-Fighting Ahmars. 2-Taiz Brutality 3-Zinjibar scare to USA,,4,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,78136746264625152,,43835239,false,482,false,2454,Ibrahim Mothana,0,http://a3.twimg.com/profile_images/243422471/n522383522_869485_8884_normal.jpg,10800,Sanaa - Yemen صنعاء - اليمن,"A Youth Voice from Yemen ! A 22 years old writer, activist and Yemen's ATF Ambassador.
More info @  http://linkd.in/f1zYWK & http://on.fb.me/eOe7EN ",imothanaYemen,en,,127,Riyadh,Tue Jun 07 16:30:26 +0000 2011,Mon Jun 01 05:15:45 +0000 2009,1858,43835239,false,,Handicapped protesters were burned to death in Taiz 10 days ago. Now Yemen's Saleh gets a taste of his own bitter medicine!  #Saudi,,3,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,78133985913483264,,43835239,false,482,false,2454,Ibrahim Mothana,0,http://a3.twimg.com/profile_images/243422471/n522383522_869485_8884_normal.jpg,10800,Sanaa - Yemen صنعاء - اليمن,"A Youth Voice from Yemen ! A 22 years old writer, activist and Yemen's ATF Ambassador.
More info @  http://linkd.in/f1zYWK & http://on.fb.me/eOe7EN ",imothanaYemen,en,,127,Riyadh,Tue Jun 07 16:19:28 +0000 2011,Mon Jun 01 05:15:45 +0000 2009,1858,43835239,false,,AP: US officials say Saleh has 40% burns and has bleeding inside his skull. #Yemen #Saudi #Taiz,,8,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,78056119767015424,,244408167,false,603,false,12287,abdulkader alguneid,11,http://a0.twimg.com/profile_images/1261645718/DSC00120_normal.JPG,,TAIZ - YEMEN,"",alguneid,en,,113,,Tue Jun 07 11:10:03 +0000 2011,Sat Jan 29 07:04:08 +0000 2011,1230,244408167,false,,"#Yemen Acting President, Hadi ,is not famous for being smart. Actually, a bit daft. Nicely,approached by opposition. If he doesn't get it,!!",,4,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,78003275772862464,,244408167,false,603,false,12287,abdulkader alguneid,11,http://a0.twimg.com/profile_images/1261645718/DSC00120_normal.JPG,,TAIZ - YEMEN,"",alguneid,en,,113,,Tue Jun 07 07:40:04 +0000 2011,Sat Jan 29 07:04:08 +0000 2011,1230,244408167,false,,"#Taiz intense shootings&big guns from midnight till dawn. People Protectors, teased&pinched #Saleh henchmen. Replied massive in air.I think.",,1,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,77762372260999168,,43835239,false,482,false,2454,Ibrahim Mothana,0,http://a3.twimg.com/profile_images/243422471/n522383522_869485_8884_normal.jpg,10800,Sanaa - Yemen صنعاء - اليمن,"A Youth Voice from Yemen ! A 22 years old writer, activist and Yemen's ATF Ambassador.
More info @  http://linkd.in/f1zYWK & http://on.fb.me/eOe7EN ",imothanaYemen,en,,127,Riyadh,Mon Jun 06 15:42:48 +0000 2011,Mon Jun 01 05:15:45 +0000 2009,1858,43835239,false,,"Some ""Yemen Experts"" assessment to Al-Qaeda's influence is superficial. They sound as if Anwar Awlaki is going to be our next president",,7,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,77735477226127361,,244408167,false,603,false,12287,abdulkader alguneid,11,http://a0.twimg.com/profile_images/1261645718/DSC00120_normal.JPG,,TAIZ - YEMEN,"",alguneid,en,,113,,Mon Jun 06 13:55:56 +0000 2011,Sat Jan 29 07:04:08 +0000 2011,1230,244408167,false,,"Why doesn't he think, that 33 yrs is too much?",,1,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76646534221012993,,265767600,false,125,false,3621,Yusra A.,0,http://a1.twimg.com/profile_images/1299203122/190207_1895505073879_1429147786_4017427_4631045_n_normal.jpg,,"","A Yemeni fighting for freedom, justice, dignity and peace! Tweeting about Yemen and the peaceful revolution. ",YusraAlA,en,,49,,Fri Jun 03 13:48:52 +0000 2011,Mon Mar 14 03:30:11 +0000 2011,795,265767600,false,,Protesters are officially back to Freedom Square of #Taiz #Yemen #yf VICTORY!! Whoho!,,9,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76643159010066433,,265767600,false,125,false,3621,Yusra A.,0,http://a1.twimg.com/profile_images/1299203122/190207_1895505073879_1429147786_4017427_4631045_n_normal.jpg,,"","A Yemeni fighting for freedom, justice, dignity and peace! Tweeting about Yemen and the peaceful revolution. ",YusraAlA,en,,49,,Fri Jun 03 13:35:27 +0000 2011,Mon Mar 14 03:30:11 +0000 2011,795,265767600,false,,Tanks are now heading to Sheikh Hamoud Saeed Al-Mikhlafi's house leader in the name of Mikhalf and Sharab tribes #Taiz #yemen #yf,,4,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76615711677628416,,43835239,false,482,false,2454,Ibrahim Mothana,0,http://a3.twimg.com/profile_images/243422471/n522383522_869485_8884_normal.jpg,10800,Sanaa - Yemen صنعاء - اليمن,"A Youth Voice from Yemen ! A 22 years old writer, activist and Yemen's ATF Ambassador.
More info @  http://linkd.in/f1zYWK & http://on.fb.me/eOe7EN ",imothanaYemen,en,,127,Riyadh,Fri Jun 03 11:46:23 +0000 2011,Mon Jun 01 05:15:45 +0000 2009,1858,43835239,false,,"What a lovely afternoon.!! Gunfire, antiaircraft and bombardment from the mountain overlooking my house!!  #Yemen #Sanaa",,5,,false,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76608312090705920,,216810337,false,1415,false,2253,Yemen Updates,43,http://a2.twimg.com/profile_images/1278271109/Yemen_Flag_normal.jpg,10800,Yemen,Yemen Updates is a news resource from Yemen providing accurate updates on political situation on ground. Instant updates from Change Squares and youth sit-ins.,yemen_updates,en,,142,Riyadh,Fri Jun 03 11:16:59 +0000 2011,Wed Nov 17 19:50:07 +0000 2010,2769,216810337,true,,"NOW: Canon shells hit Saleh's palace from Mohsen's residence in Hadda. War is officially started, is this is true. #yemen #saleh #yf #sanaa",,19,,false,,,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76608066199633920,,265767600,false,125,false,3621,Yusra A.,0,http://a1.twimg.com/profile_images/1299203122/190207_1895505073879_1429147786_4017427_4631045_n_normal.jpg,,"","A Yemeni fighting for freedom, justice, dignity and peace! Tweeting about Yemen and the peaceful revolution. ",YusraAlA,en,,49,,Fri Jun 03 11:16:00 +0000 2011,Mon Mar 14 03:30:11 +0000 2011,795,265767600,false,,#Aden: Sudden withdrawal of tanks&military vehicles including main streets -concerns of implementing Zanjibar scenario #Yemen #yf,,2,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76587366499893248,,244408167,false,603,false,12287,abdulkader alguneid,11,http://a0.twimg.com/profile_images/1261645718/DSC00120_normal.JPG,,TAIZ - YEMEN,"",alguneid,en,,113,,Fri Jun 03 09:53:45 +0000 2011,Sat Jan 29 07:04:08 +0000 2011,1230,244408167,false,,"#BREAKING #Taiz YES YES YES 2000 armed protectors From Sharaab& Mekhlaf District,arrive to Friday Prayer site To stand for #Saleh aggression",,6,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76569118081429504,,265767600,false,125,false,3621,Yusra A.,0,http://a1.twimg.com/profile_images/1299203122/190207_1895505073879_1429147786_4017427_4631045_n_normal.jpg,,"","A Yemeni fighting for freedom, justice, dignity and peace! Tweeting about Yemen and the peaceful revolution. ",YusraAlA,en,,49,,Fri Jun 03 08:41:14 +0000 2011,Mon Mar 14 03:30:11 +0000 2011,795,265767600,false,,"Abyan: http://youtu.be/RZPVDBCnUIY they have bombed our house now & we have no where to go to, in the streets! #Yemen #yf",,2,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76562505605988352,,244408167,false,603,false,12287,abdulkader alguneid,11,http://a0.twimg.com/profile_images/1261645718/DSC00120_normal.JPG,,TAIZ - YEMEN,"",alguneid,en,,113,,Fri Jun 03 08:14:58 +0000 2011,Sat Jan 29 07:04:08 +0000 2011,1230,244408167,false,,"#Taiz Downtown, Gamal st..The beginning of a demo is forming in 100s, to march to Moghtaribeen st for Friday Prayer. despite shooting",,3,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76562394284961792,,265767600,false,125,false,3621,Yusra A.,0,http://a1.twimg.com/profile_images/1299203122/190207_1895505073879_1429147786_4017427_4631045_n_normal.jpg,,"","A Yemeni fighting for freedom, justice, dignity and peace! Tweeting about Yemen and the peaceful revolution. ",YusraAlA,en,,49,,Fri Jun 03 08:14:31 +0000 2011,Mon Mar 14 03:30:11 +0000 2011,795,265767600,false,,MaribPress: The weapons that the #US gave to #AliSaleh to fight terrorism were used by Saleh to bomb civilian neighborhoods #Yemen #yf,,2,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/mcjohn_117.json,76554376604434432,,244408167,false,603,false,12287,abdulkader alguneid,11,http://a0.twimg.com/profile_images/1261645718/DSC00120_normal.JPG,,TAIZ - YEMEN,"",alguneid,en,,113,,Fri Jun 03 07:42:40 +0000 2011,Sat Jan 29 07:04:08 +0000 2011,1230,244408167,false,,"#BREAKING #Taiz Forces shoot at people arriving for Friday Prayer, Tahreer Asfal st",,7,,false,,,web,,false,,,"","","","",""
